Sanctioned Entity,Sanction Amount,Sanction Reason,Sanction Date
SORGENTE SGR  SPA,45.0,": 
1) irregolarità nel processo di valutazione del patrimonio dei fondi (art. 6, d.lgs. 
58/98; tit. V, cap. IV, Regolamento adottato con Provv. B.I. del 19.1.2015; artt. 
67, 69 e 71, Regol amento Delegato (UE) 231/2013; art. 10, d.lgs. 129/2017);  
2) carenze nell’ organizzazione e nei controlli interni  (art. 6, d.lgs. 58/98; pa rte 2, tit. 
I e parte 5, tit. I, II e IV, Regolamento  B.I. e Consob 29.10.2007 ; artt. 21, 39, 57, 
60 e 62, Regolamento De legato (UE) 231/2013; art. 10, d.lgs. 129/2017 ).  
CONSIDERATO  che le suddette irregolarità sono state contestate a Sorgente  SGR Spa , in 
amministrazione straordinaria, nella persona del legale rappresentante pro-tempore , secondo le 
formalità previste dall’a rt. 195 TUF ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento  
istruttorio;  
VISTA la nota (omissis)  con cui il Servizio  Rapporti Istituzionali di  Vigilanza, in 
osservanza del principio della  distinzione tra funzioni istru ttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione,  fissato dall’art. 24 della l . n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione  nei confronti di  Sorgente  SGR Spa , in amministrazione 
straordinaria,  di sanzioni a mministrative pecuniarie  ex art. 190 TUF , trasmettendo i relativi atti;   
VISTA  la nota (omissis)  con la quale  il Servizio Rapporti  Istituzionali di  Vigilanza ha 
trasmesso a Sorgente  SGR Spa , in amministrazione straordinaria, la proposta di sanzione e i 
relativi allegati;  
CONSIDERATO che Sorgente  SGR Spa , in amministrazione straordinaria,  non ha 
presentato osservazioni in merito alla proposta del Servizio  Rapporti Istituzionali di  Vigilanza;  
VISTO il parere dell’Avvocato Generale  (omissis);  
VISTA  la delibera  del Direttorio  (omissis);  
LA BANCA D’ITALIA                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 ESAMINATI gli atti del procedimento  e ritenut o, quindi,  che sussist ono gli estremi per 
l’irrogazione d i sanzion i amministrativ e pecuniari e, per le ragioni illustrate nella delibera 
(omissis);  
DISPONE  CHE  
a Sorge nte SGR Spa, in amministrazione straordinaria , siano inflitt e, ai sensi dell’art. 
190 TUF, l e seguenti sanzion i amministrativ e pecuniari e: 
- per le irregolarità sub 1) € 45.000  
- per le irregolarità sub 2) € 90.000  
Complessivamente :  € 135.000.",2015-01-19
,,,2019-12-10
SORGENTE  SGR  SPA,60000.0,": 
− carenze nell’ organizzazione con particolare riguardo agli obblighi dell’organo c
on
f
unzione di gestione  (art. 6, d.lgs. 58/98; parte 2, t it. I e p arte 5, tit. I e II, Regolamento
B.I. e Consob 29.10.2007; artt. 21, 57, e 60, Regolamento Delegato ( UE) 231/2013; art.
10, d.lgs. 129/2017).
CONSIDERATO che le suddette irregolarità sono state contestate all’interessato  secondo 
le formalità previste dall’art. 195 TUF ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento  
istruttorio;  
VISTA la nota (omissis)  con cui  il Servizio  Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della  distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione,  fissato dall’art. 24 della l . n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti del sig. Valter Mainetti  di sanz ioni 
amministrative pecuniarie ex art. 190- bis TUF, trasmettendo i relativi atti;  
VISTA  la nota (omissis)  con la quale  il Servizio Rapporti  Istituzionali di Vigilanza ha 
trasmesso al sig. Mainetti  la proposta di sanzione e i relativi allegati;  
ESAMINATE  le ulteriori osservazioni presentate dal sig. Mainetti  in merito alla proposta 
del Servizio  Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis);  
VISTA  la delibera del Direttorio  (omissis);  
LA BANCA D’ITALIA                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni presentate 
non idonee a superare l a proposta del Servizio Rapporti Istituzionali di Vigilanza  e ritenut o, 
quindi, che sussist ono gli estremi per l’irrogazione della sanzione amministrativa pecuniar ia, 
per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
al sig. Valter Mainetti , in qualità di Amministratore delegato di Sorgente SGR Spa, in 
amministrazione straordinaria,  sia inflitta, ai sensi dell’art. 190- bis TUF e per le irregolarità 
sopra indicate, la sanzione amministrativa  pecuniaria di € 60.000.",2020-01-03
,,,2019-09-17
,71000.0,"− carenze negli obblighi di adeguata verifica della c lientela, di individuazione del titolare 
effettivo e di collaborazione attiva (artt. 17, 18,  19, 20, 24, 25, 35, 36 e 62, d.lgs. 
231/2007, come modificato dal d.lgs. 90/2017); 
CONSIDERATO che le suddette irregolarità sono state  contestate a BCC di San Biagio 
Platani, in amministrazione straordinaria, nella pe rsona del legale rappresentante pro-tempore , 
secondo le formalità previste dall’art. 145 TUB, ri chiamato dall’art. 65 del d.lgs. n. 231/2007; 
CONSIDERATO che  BCC di San Biagio Platani, in ammi nistrazione straordinaria, non 
ha presentato controdeduzioni; 
CONSIDERATE le risultanze dell’istruttoria; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione, nei confronti di BCC di San Biagio Platani, in 
amministrazione straordinaria, di sanzioni amminist rative pecuniarie ex  art. 62 del d.lgs. n. 
231/2007, trasmettendo i relativi atti; 
CONSIDERATO che, non avendo partecipato all’istrutt oria, a BCC di San Biagio Platani, 
in amministrazione straordinaria, non è stata trasm essa la proposta del Servizio Rapporti                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 Istituzionali di Vigilanza, come previsto dal Provv edimento della Banca d’Italia del 18 
dicembre 2012, come successivamente modificato e in tegrato; 
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento e ritenuto che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa pecunia ria, per le ragioni illustrate nella delibera 
(omissis); 
DISPONE CHE 
a BCC di San Biagio Platani, in amministrazione strao rdinaria , sia inflitta, ai sensi 
dell’art. 62 del d.lgs. n. 231/2007, per le irregol arità sopra indicate, la sanzione amministrativa 
pecuniaria di € 71.000.",2019-11-19
,30.0,"1)  carenze negli obblighi di adeguata verifica della c lientela e nell’individuazione del 
titolare effettivo (artt. 17, 18, 19, 20, 24, 25 e 62 del d.lgs. 231/07, come modificato 
dal d.lgs. n. 90/2017); 
2)  violazione dell’obbligo di segnalazione di operazio ni sospette (artt. 35, 36 e 62 del 
d.lgs. n. 231/07, come modificato dal d.lgs. n. 90/ 2017); 
CONSIDERATO che le suddette irregolarità sono state  contestate a Carlyle Real Estate 
SGR, nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 145 TUB, richiamato dall’art. 65 del d.lg s. n. 231/2007; 
CONSIDERATI le comunicazioni presentate nel corso d ell’istruttoria e ogni altro 
elemento istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
l’applicazione, nei confronti di Carlyle Real Estat e SGR, di sanzioni amministrative pecuniarie 
ex  art. 62 del d.lgs. n. 231/2007, trasmettendo i rel ativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza ha 
trasmesso a Carlyle Real Estate SGR, la proposta di  sanzione e i relativi allegati;                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 VISTA la nota (omissis) trasmessa da Carlyle Real E state SGR; 
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento e ritenuto che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa pecunia ria, per le ragioni illustrate nella delibera 
(omissis); 
DISPONE CHE 
a Carlyle Real Estate SGR , siano inflitte, ai sensi dell’art. 62 del d.lgs. n.  231/2007, le 
seguenti sanzioni amministrative pecuniarie: 
- per le irregolarità sub 1), € 30.000; 
- per le irregolarità sub 2), € 30.000; 
  complessivamente,  € 60.000.",2019-11-26
,90000.0,,2019-09-24
,30000.0,,2019-09-24
,5.0,,2019-09-17
AGRICOLE  CARIPARMA SPA,1700000.0,,2009-07-29
UNICASIM SPA,3.0,": 
- carenze nell’ organizzazione , nei controlli interni e nelle politiche di remunerazione 
(art. 6, co. 1°, lett. c) -bis, d.lgs. 58/98; P arte 2, Tit. I, Regolamento congiunto B.I. e 
Cons ob 29.10.2007; Parte I, Tit. IV, Cap. 2, Circ. 285/13; art.  10, co. 2°, d.lgs. 
129/2017);  
CONSIDERATO che le suddette irregolarità sono state contestate a Unicasim Spa , nella 
persona del legale rappresentante pro- tempore , secondo le formalità previste dall ’art. 195 TUF ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento  
istruttorio;  
VISTA la nota (omissis)  con cui il Servizio  Rapporti Istituzionali di Vigilanza, in 
osservanza del principio della  distinzione tra funzioni ist ruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione,  fissato dall’art. 24 della l . n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti di  Unicasim Spa di sanzioni amministrative 
pecuniarie  ex art. 190 TUF , trasmettendo i relativi atti;  
VISTA  la nota (omissis)  con cui il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Unicasim Spa la proposta di sanzione e i relativi allegati;  
VISTE le ulteriori osservazioni presentate da Unicasim Spa in mer ito alla proposta del 
Servizio  Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis);  
VISTA  la delibera del Direttorio  (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni p resentate 
dalla società non idonee a superare la proposta del Servizio Rapporti Istituzionali di Vigilanza 
e ritenuto, quindi, che sussistono gli estremi per l’irrogazione della sanzione amministrativa 
pecuniaria , per le ragioni illustrate nella delibera ( omissis);                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 DISPONE  CHE  
a Unicasim Spa  sia inflitta, ai sensi dell’art. 190 TUF e per le irregolarità sopra indicate, 
la sanzione amministrativa pecuniaria di € 3 5.000.",2007-10-29
,49000.0,,2019-07-23
FIDOR  SPA,30000.0,,2019-07-16
,30000.0,": 
 carenze nell’ organizzazione e nei controlli interni  (art. 6, d.lgs. 58/98; pa rte 2, tit. I e parte 
5, titt. I e II, Regolamento  congiunto B.I. e Consob 29.10.2007 ; artt. 21, 22, 57, 59 e 60, 
Regolamento Delegato UE 231/201 3; art. 10, d.lgs. 129/2017 );  
CONSIDERATO  che le suddette irregolarità sono state contestate a Principia Sgr, nella 
persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 195 TUF ; 
CONSIDERATI le deduzioni presentate nel cor so dell’istruttoria e ogni altro elemento  
istruttorio;  
VISTA la nota (omissis)  con cui il Servizio  Rapporti Istituzionali di  Vigilanza, in 
osservanza del principio della  distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione del la sanzione,  fissato dall’art. 24 della l . n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione  nei confronti di  Principia  Sgr di sanzioni amministrative 
pecuniarie  ex art. 190 TUF , trasmettendo i relativi atti;   
VISTA  la nota (omissi s) con la quale  il Servizio Rapporti  Istituzionali di  Vigilanza ha 
trasmesso a Principia Sgr  la proposta di sanzione e i relativi allegati;  
CONSIDERATO che Principia Sgr non ha presentato osservazioni in merito alla proposta 
del Servizio  Rapporti Istituzio nali di  Vigilanza;  
VISTO il parere dell’Avvocato Generale  (omissis);  
VISTA  la delibera del Direttorio  (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento  e ritenut o che sussist ono gli estremi per 
l’irrogazione della sanzione amministrativa pec uniaria, per le ragioni illustrate nella delibera 
(omissis);  
DISPONE  CHE                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 a Principia Sgr  sia inflitta, ai  sensi dell’art. 190 TUF e per le irregolarità sopra indicate, 
la sanzione amministrativa  pecuniaria di € 30.000.",2007-10-29
FINPIEMONTE  SPA,68000.0,,2019-04-23
FINPIEMONTE  SPA,30.0,,2019-04-23
FINPIEMONTE SPA,,,2019-09-02
SPEEDYMONEY SPA,60000.0,,2019-09-09
SPEEDYMONEY SPA,30000.0,,2019-09-09
,3.0,,2019-04-23
,30000.0,,2019-05-07
,167000.0,,2019-05-21
,1.0,,2019-05-21
,30.0,,2019-06-04
,40000.0,": 
 carenz e nell’azione di governo, gestione e controllo e mancata ottemperanza a 
provvedimenti specifici dell’Organo di Vigilanza, con connessi riflessi p atrimoniali  (art. 
53 e art. 53 bis , d.lgs. 385/93 ; Circ. 263/06 , Nuove disposizioni di vigilanza prudenziale 
per le banche, Tit. V, Cap. 5; Circ.  285/13 , Parte I,  Tit. IV, Cap. 1 e Cap. 3; Regolamento 
UE n. 575/2013 del Parlame nto Europeo e del Consiglio del 26/06/2013, art. 93 e Circ . 
285/13, Parte I, Tit. I, Cap. 1, sez. II ); 
 inesatte segnalazioni all’Organo di Vigilanza (art. 51 , d.lgs. 385/93; Circ. 285/13, Parte 
III, Cap. 6);   
CONSIDERATO che le suddette irregolarità sono state contestate a Banca Sviluppo 
Economico Sp a in l.c.a. , nella persona del legale rappresentante pro-tempore , secondo le 
formalità previste dall’art. 145 TUB ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento  
istruttorio;  
VISTA la nota (omissis)  con cui il Servizio  Rapporti Istituzionali di  Vigilanza, in 
osservanza del  principio della  distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione,  fissato dall’art. 24 della l . n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia  l’applicazione  nei confronti di  Banca Svilupppo Economico Sp a in l.c.a.  di 
sanzion i amministrativ e pecuniari e ex art. 144 TUB, trasmettendo i relativi atti;   
VISTA  la nota (omissis)  con la quale  il Servizio Rapporti Istituzionali di  Vigilanza ha 
trasmesso a Banca Sviluppo Economico Sp a in l.c.a.  la proposta di sanzione e i relativi allegati;  
VISTE  le ulteriori osservazioni presentate da Banca Sviluppo Economico Sp a in l.c.a.  in 
merito alla  proposta del Servizio Rapporti Istituzionali d i Vigilanza;  
VISTO il parere dell’Avvocato Generale  (omissis);  
VISTA  la delibera del Direttorio  (omissis);  
LA BANCA D’ITALIA                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni presentate 
dalla società non idonee a superare la propos ta del Servizio Rapporti Istituzionali di Vigilanza 
e ritenuto , quindi,  che sussistono gli estremi per l’irrogazione della sanzione amministrativa 
pecuniaria, per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
a Banca Sviluppo Economico Sp a in l.c.a.  sia inflitta, ai  sensi dell’art. 1 44 TUB e per le 
irregolarità sopra indicate, la sanzione amministrativa  pecuniaria di € 40.000.",2013-06-26
